id,name,category,occasion,platform,price,quality_rating,delivery_days,color,size,gender,description,image_keyword
533,Modest Long Skirt,Long Skirt,Pooja,Amazon,2689,4.5,7,Pale Pink,XXL,Female,Modest Long Skirt for Pooja occasions.,"long,skirt,pale pink"
534,Traditional Cotton Saree,Cotton Saree,Pooja,Amazon,880,4.5,7,Saffron,M,Female,Traditional Cotton Saree for Pooja occasions.,"cotton,saree,saffron"
535,Cotton Silk Saree,Silk Saree,Pooja,Meesho,2696,4.4,8,Cream,M,Female,Cotton Silk Saree for Pooja occasions.,"silk,saree,cream"
536,Modest Saree,Saree,Pooja,Meesho,846,4.5,2,Pale Pink,S,Female,Simple cotton saree for pooja and religious ceremonies. Modest and traditional.,"saree,pale pink"
537,Traditional Salwar Kameez,Salwar Kameez,Pooja,Amazon,1907,4.6,2,Cream,XS,Female,Traditional Salwar Kameez for Pooja occasions.,"salwar,kameez,cream"
538,Cotton Long Skirt,Long Skirt,Pooja,Myntra,614,4.5,6,Light Green,XL,Female,Cotton Long Skirt for Pooja occasions.,"long,skirt,light green"
539,Modest Cotton Saree,Cotton Saree,Pooja,Myntra,1960,4.8,2,Yellow,XS,Female,Modest Cotton Saree for Pooja occasions.,"cotton,saree,yellow"
540,Simple Silk Saree,Silk Saree,Pooja,Myntra,1209,4.8,2,Pale Pink,XS,Female,Simple Silk Saree for Pooja occasions.,"silk,saree,pale pink"
541,Simple Saree,Saree,Pooja,Myntra,2901,4.0,2,White,Free Size,Female,Simple cotton saree for pooja and religious ceremonies. Modest and traditional.,"saree,white"
542,Traditional Salwar Kameez,Salwar Kameez,Pooja,Meesho,2751,4.1,6,White,XL,Female,Traditional Salwar Kameez for Pooja occasions.,"salwar,kameez,white"
543,Traditional Long Skirt,Long Skirt,Pooja,Manyavar,722,4.0,8,Yellow,XL,Female,Traditional Long Skirt for Pooja occasions.,"long,skirt,yellow"
544,Simple Cotton Saree,Cotton Saree,Pooja,Amazon,493,4.4,5,Light Green,XL,Female,Simple Cotton Saree for Pooja occasions.,"cotton,saree,light green"
545,Cotton Silk Saree,Silk Saree,Pooja,Amazon,2435,3.9,2,Cream,XXL,Female,Cotton Silk Saree for Pooja occasions.,"silk,saree,cream"
546,Traditional Saree,Saree,Pooja,Amazon,1080,4.4,2,Yellow,XL,Female,Simple cotton saree for pooja and religious ceremonies. Modest and traditional.,"saree,yellow"
547,Traditional Salwar Kameez,Salwar Kameez,Pooja,Manyavar,1238,3.9,8,Cream,XXL,Female,Traditional Salwar Kameez for Pooja occasions.,"salwar,kameez,cream"
548,Cotton Long Skirt,Long Skirt,Pooja,Amazon,2991,4.8,6,Cream,XL,Female,Cotton Long Skirt for Pooja occasions.,"long,skirt,cream"
549,Simple Cotton Saree,Cotton Saree,Pooja,Meesho,2967,4.5,7,White,Free Size,Female,Simple Cotton Saree for Pooja occasions.,"cotton,saree,white"
550,Simple Silk Saree,Silk Saree,Pooja,Meesho,1801,4.0,4,Light Green,L,Female,Simple Silk Saree for Pooja occasions.,"silk,saree,light green"
551,Elegant Dhoti,Dhoti,Pooja,Amazon,1983,4.3,6,Saffron,M,Male,"Traditional dhoti for pooja rituals. Pure cotton, comfortable for ceremonies.","dhoti,saffron"
552,Pure Kurta Pajama,Kurta Pajama,Pooja,Myntra,625,4.8,2,Yellow,XXL,Male,Pure Kurta Pajama for Pooja occasions.,"kurta,pajama,yellow"
553,Pure Veshti,Veshti,Pooja,Myntra,1381,4.7,7,Pale Pink,S,Male,Pure Veshti for Pooja occasions.,"veshti,pale pink"
554,Pure Dhoti,Dhoti,Pooja,Manyavar,2333,4.2,6,Pale Pink,XL,Male,"Traditional dhoti for pooja rituals. Pure cotton, comfortable for ceremonies.","dhoti,pale pink"
555,Simple Kurta Pajama,Kurta Pajama,Pooja,Manyavar,2691,4.6,3,Cream,S,Male,Simple Kurta Pajama for Pooja occasions.,"kurta,pajama,cream"
556,Traditional Veshti,Veshti,Pooja,Myntra,2208,4.9,2,Cream,XS,Male,Traditional Veshti for Pooja occasions.,"veshti,cream"
557,Traditional Dhoti,Dhoti,Pooja,Amazon,2916,4.2,3,Light Green,S,Male,"Traditional dhoti for pooja rituals. Pure cotton, comfortable for ceremonies.","dhoti,light green"
558,Modest Kurta Pajama,Kurta Pajama,Pooja,Myntra,2722,4.4,3,Pale Pink,S,Male,Modest Kurta Pajama for Pooja occasions.,"kurta,pajama,pale pink"
559,Traditional Veshti,Veshti,Pooja,Myntra,1853,4.5,4,Saffron,XL,Male,Traditional Veshti for Pooja occasions.,"veshti,saffron"
560,Modest Dhoti,Dhoti,Pooja,Meesho,1353,4.9,4,Pale Pink,L,Male,"Traditional dhoti for pooja rituals. Pure cotton, comfortable for ceremonies.","dhoti,pale pink"
561,Simple Kurta Pajama,Kurta Pajama,Pooja,Meesho,1741,4.6,4,Saffron,XXL,Male,Simple Kurta Pajama for Pooja occasions.,"kurta,pajama,saffron"
562,Elegant Veshti,Veshti,Pooja,Meesho,2187,4.0,4,Pale Pink,XXL,Male,Elegant Veshti for Pooja occasions.,"veshti,pale pink"
563,Elegant Dhoti,Dhoti,Pooja,Manyavar,2250,4.6,3,Yellow,XL,Male,"Traditional dhoti for pooja rituals. Pure cotton, comfortable for ceremonies.","dhoti,yellow"
564,Traditional Kurta Pajama,Kurta Pajama,Pooja,Manyavar,1719,4.5,6,Pale Pink,XL,Male,Traditional Kurta Pajama for Pooja occasions.,"kurta,pajama,pale pink"
565,Modest Veshti,Veshti,Pooja,Meesho,2996,5.0,4,Cream,M,Male,Modest Veshti for Pooja occasions.,"veshti,cream"
566,Pure Dhoti,Dhoti,Pooja,Myntra,735,4.6,4,Pale Pink,XXL,Male,"Traditional dhoti for pooja rituals. Pure cotton, comfortable for ceremonies.","dhoti,pale pink"
567,Simple Kurta Pajama,Kurta Pajama,Pooja,Myntra,2967,4.3,5,Cream,M,Male,Simple Kurta Pajama for Pooja occasions.,"kurta,pajama,cream"
568,Traditional Veshti,Veshti,Pooja,Amazon,964,4.6,6,Yellow,XXL,Male,Traditional Veshti for Pooja occasions.,"veshti,yellow"
569,Traditional Dhoti,Dhoti,Pooja,Amazon,2193,4.1,6,Cream,XL,Male,"Traditional dhoti for pooja rituals. Pure cotton, comfortable for ceremonies.","dhoti,cream"
570,Simple Kurta Pajama,Kurta Pajama,Pooja,Myntra,1233,4.6,4,Cream,L,Male,Simple Kurta Pajama for Pooja occasions.,"kurta,pajama,cream"
571,Elegant Veshti,Veshti,Pooja,Meesho,2148,4.8,6,Light Green,XXL,Male,Elegant Veshti for Pooja occasions.,"veshti,light green"
572,Simple Dhoti,Dhoti,Pooja,Manyavar,956,4.4,5,Cream,XXL,Male,"Traditional dhoti for pooja rituals. Pure cotton, comfortable for ceremonies.","dhoti,cream"
573,Traditional Kurta Pajama,Kurta Pajama,Pooja,Amazon,1760,4.9,6,White,XL,Male,Traditional Kurta Pajama for Pooja occasions.,"kurta,pajama,white"
574,Traditional Veshti,Veshti,Pooja,Manyavar,2156,4.4,7,Pale Pink,L,Male,Traditional Veshti for Pooja occasions.,"veshti,pale pink"
575,Traditional Dhoti,Dhoti,Pooja,Amazon,1161,4.7,6,Cream,Free Size,Male,"Traditional dhoti for pooja rituals. Pure cotton, comfortable for ceremonies.","dhoti,cream"
576,Traditional Kurta Pajama,Kurta Pajama,Pooja,Manyavar,1640,4.5,7,Saffron,XL,Male,Traditional Kurta Pajama for Pooja occasions.,"kurta,pajama,saffron"
577,Modest Veshti,Veshti,Pooja,Amazon,2446,3.8,3,White,XL,Male,Modest Veshti for Pooja occasions.,"veshti,white"
578,Cotton Dhoti,Dhoti,Pooja,Manyavar,1750,4.7,2,Saffron,S,Male,"Traditional dhoti for pooja rituals. Pure cotton, comfortable for ceremonies.","dhoti,saffron"
579,Modest Kurta Pajama,Kurta Pajama,Pooja,Amazon,2623,4.7,3,White,M,Male,Modest Kurta Pajama for Pooja occasions.,"kurta,pajama,white"
580,Pure Veshti,Veshti,Pooja,Amazon,2657,3.9,8,White,XL,Male,Pure Veshti for Pooja occasions.,"veshti,white"
581,Traditional Dhoti,Dhoti,Pooja,Myntra,2626,4.1,3,Cream,XS,Male,"Traditional dhoti for pooja rituals. Pure cotton, comfortable for ceremonies.","dhoti,cream"
582,Pure Kurta Pajama,Kurta Pajama,Pooja,Myntra,1854,4.1,4,Saffron,L,Male,Pure Kurta Pajama for Pooja occasions.,"kurta,pajama,saffron"
583,Cotton Veshti,Veshti,Pooja,Manyavar,2646,4.2,6,Cream,XL,Male,Cotton Veshti for Pooja occasions.,"veshti,cream"
584,Cotton Dhoti,Dhoti,Pooja,Myntra,1920,4.3,2,Light Green,XL,Male,"Traditional dhoti for pooja rituals. Pure cotton, comfortable for ceremonies.","dhoti,light green"
585,Cotton Kurta Pajama,Kurta Pajama,Pooja,Amazon,1151,3.9,3,White,S,Male,Cotton Kurta Pajama for Pooja occasions.,"kurta,pajama,white"
586,Cotton Veshti,Veshti,Pooja,Myntra,2711,4.7,4,Cream,XL,Male,Cotton Veshti for Pooja occasions.,"veshti,cream"
587,Traditional Dhoti,Dhoti,Pooja,Myntra,1749,4.6,5,Pale Pink,Free Size,Male,"Traditional dhoti for pooja rituals. Pure cotton, comfortable for ceremonies.","dhoti,pale pink"
588,Modest Kurta Pajama,Kurta Pajama,Pooja,Manyavar,2405,4.3,4,Yellow,L,Male,Modest Kurta Pajama for Pooja occasions.,"kurta,pajama,yellow"
589,Modest Veshti,Veshti,Pooja,Manyavar,798,4.0,3,Yellow,XXL,Male,Modest Veshti for Pooja occasions.,"veshti,yellow"
590,Elegant Dhoti,Dhoti,Pooja,Manyavar,2231,4.3,5,Cream,XS,Male,"Traditional dhoti for pooja rituals. Pure cotton, comfortable for ceremonies.","dhoti,cream"
591,Pure Kurta Pajama,Kurta Pajama,Pooja,Amazon,1510,4.1,5,Saffron,XL,Male,Pure Kurta Pajama for Pooja occasions.,"kurta,pajama,saffron"
592,Cotton Veshti,Veshti,Pooja,Myntra,2503,4.5,7,Cream,XS,Male,Cotton Veshti for Pooja occasions.,"veshti,cream"
593,Traditional Dhoti,Dhoti,Pooja,Manyavar,1544,3.9,7,Pale Pink,XXL,Male,"Traditional dhoti for pooja rituals. Pure cotton, comfortable for ceremonies.","dhoti,pale pink"
594,Elegant Kurta Pajama,Kurta Pajama,Pooja,Meesho,1200,4.9,7,Cream,S,Male,Elegant Kurta Pajama for Pooja occasions.,"kurta,pajama,cream"
595,Pure Veshti,Veshti,Pooja,Amazon,2807,4.8,6,Saffron,XL,Male,Pure Veshti for Pooja occasions.,"veshti,saffron"
596,Pure Dhoti,Dhoti,Pooja,Meesho,729,3.8,4,Yellow,XXL,Male,"Traditional dhoti for pooja rituals. Pure cotton, comfortable for ceremonies.","dhoti,yellow"
597,Pure Kurta Pajama,Kurta Pajama,Pooja,Manyavar,2822,4.7,6,Yellow,XL,Male,Pure Kurta Pajama for Pooja occasions.,"kurta,pajama,yellow"
598,Traditional Veshti,Veshti,Pooja,Manyavar,1432,4.1,5,Cream,XS,Male,Traditional Veshti for Pooja occasions.,"veshti,cream"
599,Traditional Dhoti,Dhoti,Pooja,Myntra,1881,4.7,4,Yellow,S,Male,"Traditional dhoti for pooja rituals. Pure cotton, comfortable for ceremonies.","dhoti,yellow"
600,Elegant Kurta Pajama,Kurta Pajama,Pooja,Meesho,1486,3.8,7,Yellow,L,Male,Elegant Kurta Pajama for Pooja occasions.,"kurta,pajama,yellow"
